datum,Sales,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
04-07-2018,78.69,16.18,4.506,2,40,4,0,5,7,2018,4,276,Saturday
04-08-2018,0.00,0,0,0,0,0,0,0,0,2018,4,276,Sunday
04-09-2018,61.00,5,3,6,25,6,0,10,6,2018,4,276,Monday
04-10-2018,83.37,2,3.067,2,38.3,18,3,7,10,2018,4,276,Tuesday
04-11-2018,65.68,6.67,3.01,2,28,12,0,3,11,2018,4,276,Wednesday
04-12-2018,50.16,5,4.759,3.5,17.4,9,0,6,4.5,2018,4,276,Thursday
4/13/2018,73.53,4.5,2.033,5,23,12,0,23,4,2018,4,276,Friday
4/14/2018,54.68,8,3.68,2,24,2,0,3,12,2018,4,276,Saturday
4/15/2018,44.42,7.66,2.759,3,20,5,0,0,6,2018,4,276,Sunday
4/16/2018,64.77,2,6.02,0.25,40.5,9,0,4,3,2018,4,276,Monday
4/17/2018,42.90,3.34,1.406,0.15,16,10,0,6,6,2018,4,276,Tuesday
4/18/2018,47.04,5,0.54,3.25,25.25,5,0,7,1,2018,4,276,Wednesday
4/19/2018,54.05,5,5.67,1,31.375,3,0,1,7,2018,4,276,Thursday
4/20/2018,49.51,5,4.506,0,15,10,0,6,9,2018,4,276,Friday
4/21/2018,66.54,3.5,3.439,2,40.4,7,0,4,6.2,2018,4,276,Saturday
4/22/2018,70.59,6,5.09,3.5,42.5,7,0,0,6.5,2018,4,276,Sunday
4/23/2018,42.26,7,0.693,1,15.562,7,0,2,9,2018,4,276,Monday
4/24/2018,58.46,6,4.462,6,20,9,0,1,12,2018,4,276,Tuesday
4/25/2018,88.76,9,7.66,5,18.1,8,2,30,9,2018,4,276,Wednesday
4/26/2018,46.43,5.33,1.099,2,18,8,0,7,5,2018,4,276,Thursday
4/27/2018,78.21,6.68,3.529,3,43,12,0,6,4,2018,4,276,Friday
4/28/2018,65.63,9.33,2,2.05,27.25,11,1,6,7,2018,4,276,Saturday
4/29/2018,62.73,7.33,6,6,14,5,0,14,10.4,2018,4,276,Sunday
4/30/2018,48.79,5,6.66,3,14.125,12,0,1,7,2018,4,276,Monday
05-01-2018,18.54,2.34,0,1,6.2,0,0,1,8,2018,5,276,Tuesday
05-02-2018,68.73,6,3.526,2,38.2,7,0,3,9,2018,5,276,Wednesday
05-03-2018,69.37,2.33,1.779,2,27.262,10,0,16,10,2018,5,276,Thursday
05-04-2018,36.18,1,2.93,5,8.75,6,0,2,10.5,2018,5,276,Friday
05-05-2018,57.34,9,3.34,5,24,9,0,0,7,2018,5,276,Saturday
05-06-2018,57.95,3.34,10.66,0.25,18.2,9,0,3,13.5,2018,5,276,Sunday
05-07-2018,54.69,9.66,0.033,0,22,13,0,7,3,2018,5,276,Monday
05-08-2018,58.34,10.5,5.84,1,15,14,2,1,9,2018,5,276,Tuesday
05-09-2018,60.07,9.34,2.33,7,24.4,8,2,2,5,2018,5,276,Wednesday
05-10-2018,77.82,8.5,5.32,6,39,12,0,1,6,2018,5,276,Thursday
05-11-2018,50.67,9.33,1.34,3,19,6,0,2,10,2018,5,276,Friday
05-12-2018,66.14,1.33,3.66,5.15,27,10,0,11,8,2018,5,276,Saturday
5/13/2018,48.32,5.16,5.759,3,14.4,3,0,7,10,2018,5,276,Sunday
5/14/2018,78.54,6,6.539,1,20,4,1,37,3,2018,5,276,Monday
5/15/2018,43.67,4,0.67,2,14,11,0,5,7,2018,5,276,Tuesday
5/16/2018,41.24,4.01,2.33,2.5,13.4,9,0,2,8,2018,5,276,Wednesday
5/17/2018,40.28,2,2.78,3.5,16,11,0,1,4,2018,5,276,Thursday
5/18/2018,55.14,2.34,1.396,6,30,11,0,2,2.4,2018,5,276,Friday
5/19/2018,41.30,2.34,2.561,1,18.4,7,5,0,5,2018,5,276,Saturday
5/20/2018,78.01,7,8.01,1,45,6,1,0,10,2018,5,276,Sunday
5/21/2018,65.51,12,2.759,2.15,14.6,18,0,11,5,2018,5,276,Monday
5/22/2018,36.06,3.67,2.33,3,8.062,7,0,6,6,2018,5,276,Tuesday
5/23/2018,30.16,1.5,3.66,0,11,7,0,0,7,2018,5,276,Wednesday
5/24/2018,47.19,2,1.99,5,20.2,6,1,10,1,2018,5,276,Thursday
5/25/2018,35.06,2.33,2.33,2,16.4,9,0,1,2,2018,5,276,Friday
5/26/2018,44.35,3.33,2.759,7,16.262,7,0,3,5,2018,5,276,Saturday
5/27/2018,83.11,6.33,4.518,5,49.262,6,1,0,11,2018,5,276,Sunday
5/28/2018,50.81,7,3.01,1.2,19.6,7,0,7,6,2018,5,276,Monday
5/29/2018,54.58,9,4.033,3.3,21.25,7,0,4,6,2018,5,276,Tuesday
5/30/2018,57.41,4.34,1.67,2,16.4,9,0,14,10,2018,5,276,Wednesday
5/31/2018,43.55,3.5,3.66,1.35,11.4,10,0,8,5.64,2018,5,276,Thursday
06-01-2018,64.51,12.33,2.18,4,29,9,0,5,3,2018,6,276,Friday
06-02-2018,66.09,8,3.086,4,23,9,3,7,9,2018,6,276,Saturday
06-03-2018,42.15,5,2.746,1,22.4,8,1,0,2,2018,6,276,Sunday
06-04-2018,46.33,3.33,3,6,19,3,0,6,6,2018,6,276,Monday
06-05-2018,45.05,4.33,3.67,1.05,20,7,2,0,7,2018,6,276,Tuesday
06-06-2018,46.74,6,2.34,0.15,17.25,16,3,0,2,2018,6,276,Wednesday
06-07-2018,49.78,2,4.528,0.25,19,11,1,10,2,2018,6,276,Thursday
06-08-2018,28.73,4,1.33,2,9,6,0,2,4.4,2018,6,276,Friday
06-09-2018,54.46,8,6.462,3,21,11,0,5,0,2018,6,276,Saturday
06-10-2018,55.55,2.66,4.693,5,33.2,7,0,0,3,2018,6,276,Sunday
06-11-2018,59.43,8,8.33,3.1,17,17,0,0,6,2018,6,276,Monday
06-12-2018,40.43,2.34,4.5,4,18.186,3,0,1,7.4,2018,6,276,Tuesday
6/13/2018,42.78,12,4.33,1.2,22.25,1,0,0,2,2018,6,276,Wednesday
6/14/2018,37.00,0,1,1,22,11,0,0,2,2018,6,276,Thursday
6/15/2018,32.50,1,0.066,0.3,11.133,10,0,8,2,2018,6,276,Friday
6/16/2018,38.72,3.34,6.383,5,10,5,0,2,7,2018,6,276,Saturday
6/17/2018,60.43,4.84,6.586,6,24,10,0,5,4,2018,6,276,Sunday
6/18/2018,32.93,4.5,1.33,2.1,14,4,0,1,6,2018,6,276,Monday
6/19/2018,50.34,4,3.34,4,23,8,0,5,3,2018,6,276,Tuesday
6/20/2018,50.35,3.66,4.528,2.5,15.062,8,3,11,2.6,2018,6,276,Wednesday
6/21/2018,66.76,3.35,2.913,4,36,5,0,5,10.5,2018,6,276,Thursday
6/22/2018,40.75,5,5.099,4.15,12,3,0,6,5.5,2018,6,276,Friday
6/23/2018,38.67,5.33,7.343,2,14,7,0,1,2,2018,6,276,Saturday
6/24/2018,50.42,1.67,4.746,2,29,10,0,0,3,2018,6,276,Sunday
6/25/2018,59.49,3.33,3.099,0,31.062,12,3,5,2,2018,6,276,Monday
6/26/2018,53.40,10.33,5.67,3,15,6,0,9,4.4,2018,6,276,Tuesday
6/27/2018,33.40,2,2.396,3,11,10,0,2,3,2018,6,276,Wednesday
6/28/2018,39.19,3,2.192,4,10,13,0,5,2,2018,6,276,Thursday
6/29/2018,28.00,1,3,2,10,8,0,0,4,2018,6,276,Friday
6/30/2018,59.98,6.84,3.34,7,26.8,10,2,0,4,2018,6,276,Saturday
07-01-2018,49.69,2,3.693,1,22,7,0,10,4,2018,7,276,Sunday
07-02-2018,65.26,3.33,6.33,3,24.6,18,0,3,7,2018,7,276,Monday
07-03-2018,43.27,6.34,2.33,1,13.6,9,0,8,3,2018,7,276,Tuesday
07-04-2018,58.58,1,2.83,3.5,16.25,6,0,22,7,2018,7,276,Wednesday
07-05-2018,39.09,4.33,2.759,4,15,6,3,3,1,2018,7,276,Thursday
07-06-2018,49.91,2.33,5.33,1.25,20,15,0,0,6,2018,7,276,Friday
07-07-2018,60.35,6.33,8.52,7,19,14,0,0,5.5,2018,7,276,Saturday
07-08-2018,61.54,7.33,5.211,2,28,10,0,5,4,2018,7,276,Sunday
07-09-2018,58.33,3.33,2,4,31,12,3,0,3,2018,7,276,Monday
07-10-2018,67.36,6,6.36,4,34,9,2,2,4,2018,7,276,Tuesday
07-11-2018,66.76,10,3.363,3,29.4,13,0,6,2,2018,7,276,Wednesday
07-12-2018,56.34,3,4.34,7,24,11,4,0,3,2018,7,276,Thursday
7/13/2018,37.16,1.34,2.67,1.15,22,5,0,2,3,2018,7,276,Friday
7/14/2018,38.60,0,3.2,0,26,8,0,0,1.4,2018,7,276,Saturday
7/15/2018,57.92,10,9.42,3.5,23,4,0,1,7,2018,7,276,Sunday
7/16/2018,48.35,9.33,5.023,1,22,8,0,0,3,2018,7,276,Monday
7/17/2018,56.39,2.33,3.66,2,29.4,13,0,0,6,2018,7,276,Tuesday
7/18/2018,55.34,2.5,2.837,5,10,17,0,12,6,2018,7,276,Wednesday
7/19/2018,47.84,6.84,4,3,16,14,1,0,3,2018,7,276,Thursday
7/20/2018,61.38,5,7.177,5,35.2,2,1,2,4,2018,7,276,Friday
7/21/2018,44.32,4,5.02,0.3,22,7,0,5,1,2018,7,276,Saturday
7/22/2018,54.00,3.66,4.34,0,31,4,0,5,6,2018,7,276,Sunday
7/23/2018,45.94,8.68,1.863,2.1,12,15,1,0,5.3,2018,7,276,Monday
7/24/2018,46.68,9.68,4,2,22,4,1,2,2,2018,7,276,Tuesday
7/25/2018,34.68,5,2.68,2,16,7,0,0,2,2018,7,276,Wednesday
7/26/2018,44.16,4.33,1.827,5,24,4,0,1,4,2018,7,276,Thursday
7/27/2018,46.08,2.34,3.34,3,19.4,11,0,1,6,2018,7,276,Friday
7/28/2018,47.51,6,4.01,1,24.5,9,0,0,3,2018,7,276,Saturday
7/29/2018,29.95,3.5,4.35,2.1,9,7,1,0,3,2018,7,276,Sunday
7/30/2018,55.63,3,6.33,5.3,26,9,2,0,4,2018,7,276,Monday
7/31/2018,35.07,7.33,3.736,3,13,5,0,0,3,2018,7,276,Tuesday
08-01-2018,36.34,1,2.34,1,14,9,1,1,7,2018,8,276,Wednesday
08-02-2018,30.00,0,1,0,11,11,0,2,5,2018,8,276,Thursday
08-03-2018,39.68,4.01,2.67,2,21,9,0,0,1,2018,8,276,Friday
08-04-2018,40.87,5,3.87,2,8,11,3,0,8,2018,8,276,Saturday
08-05-2018,38.29,6,0.99,5,13,4,2,6,1.3,2018,8,276,Sunday
08-06-2018,52.88,8.33,6.165,2,21.388,7,0,6,2,2018,8,276,Monday
08-07-2018,40.00,2.33,2.67,8,15,7,1,1,3,2018,8,276,Tuesday
08-08-2018,34.12,4.33,2.793,2,10,13,0,0,2,2018,8,276,Wednesday
08-09-2018,51.14,2.67,3.066,1,29.4,13,0,0,2,2018,8,276,Thursday
08-10-2018,39.00,6,4,4,19,4,0,0,2,2018,8,276,Friday
08-11-2018,83.13,4,4.133,6,37,16,1,5,10,2018,8,276,Saturday
08-12-2018,46.98,10.99,4.99,6,16,6,0,1,2,2018,8,276,Sunday
8/13/2018,53.60,3.33,5.02,2,23.25,15,0,3,2,2018,8,276,Monday
8/14/2018,39.07,1.33,2.736,5,12,9,0,4,5,2018,8,276,Tuesday
8/15/2018,62.74,8.34,4.199,2,32.2,13,2,0,1,2018,8,276,Wednesday
8/16/2018,62.46,3.33,8.729,4,27.4,6,3,5,5,2018,8,276,Thursday
8/17/2018,42.72,2.33,2.99,2.4,23,5,1,5,1,2018,8,276,Friday
8/18/2018,55.77,6.33,5.34,0,32.1,5,1,6,0,2018,8,276,Saturday
8/19/2018,45.73,6.33,4.495,1,19.9,3,0,5,6,2018,8,276,Sunday
8/20/2018,65.28,4,5.68,4.2,21.4,7,0,20,3,2018,8,276,Monday
8/21/2018,43.69,2.34,3,2.15,26.2,4,1,1,4,2018,8,276,Tuesday
8/22/2018,36.33,5,4.33,0,18,4,1,0,4,2018,8,276,Wednesday
8/23/2018,82.07,5,4.067,4,35,8,0,23,3,2018,8,276,Thursday
8/24/2018,77.84,4,2.34,1,38.5,7,0,21,4,2018,8,276,Friday
8/25/2018,50.38,3.67,4.01,3.2,27,4,0,6,2.5,2018,8,276,Saturday
8/26/2018,101.30,11.33,6.67,4,57,10,0,8,4.3,2018,8,276,Sunday
8/27/2018,37.34,3.34,1,9,16,6,0,1,1,2018,8,276,Monday
8/28/2018,43.08,2,2.68,1,26.4,7,1,0,3,2018,8,276,Tuesday
8/29/2018,58.14,6.67,2.67,1.3,28.5,10,1,5,3,2018,8,276,Wednesday
8/30/2018,59.07,2.33,2.736,3,38,7,0,4,2,2018,8,276,Thursday
8/31/2018,62.88,4.34,3.34,0,17.2,13,1,20,4,2018,8,276,Friday
09-01-2018,33.54,2.34,0,2.2,19,6,1,1,2,2018,9,276,Saturday
09-02-2018,47.05,6.68,5.373,3,20,5,0,5,2,2018,9,276,Sunday
09-03-2018,48.42,1,2.02,2,27.4,12,0,0,4,2018,9,276,Monday
09-04-2018,40.09,4,1.086,1,22,7,0,3,2,2018,9,276,Tuesday
09-05-2018,55.33,6.5,3.33,1.5,28,11,0,3,2,2018,9,276,Wednesday
09-06-2018,50.12,6.66,4.056,3,18.4,13,0,5,0,2018,9,276,Thursday
09-07-2018,85.45,2,1.746,4,42,6,0,22,7.7,2018,9,276,Friday
09-08-2018,76.84,10,2.34,6.1,35.4,12,0,10,1,2018,9,276,Saturday
09-09-2018,66.94,4,5.944,0,50,2,0,0,5,2018,9,276,Sunday
09-10-2018,80.81,7,2.406,2,49.4,14,3,1,2,2018,9,276,Monday
09-11-2018,90.33,9,2.726,3,50.6,15,0,6,4,2018,9,276,Tuesday
09-12-2018,67.00,4,3,2,35,18,0,5,0,2018,9,276,Wednesday
9/13/2018,48.52,2.83,3.086,1,20.6,5,2,12,2,2018,9,276,Thursday
9/14/2018,83.02,8,7.02,4,54,7,0,1,2,2018,9,276,Friday
9/15/2018,52.11,6,2.01,4,19.7,6,0,10,4.4,2018,9,276,Saturday
9/16/2018,48.50,3.33,0.67,3.25,24.25,6,1,7,3,2018,9,276,Sunday
9/17/2018,69.48,3,2.33,3.75,44.4,10,1,5,0,2018,9,276,Monday
9/18/2018,43.04,4.34,3,3.7,20,6,0,1,5,2018,9,276,Tuesday
9/19/2018,63.68,6,3.68,2,26,10,0,9,7,2018,9,276,Wednesday
9/20/2018,51.27,2,4.067,2,24.2,13,1,0,5,2018,9,276,Thursday
9/21/2018,58.60,4.66,5.837,1,33.1,10,0,1,3,2018,9,276,Friday
9/22/2018,75.93,6,3.833,1.5,31.6,6,1,23,3,2018,9,276,Saturday
9/23/2018,84.89,7.34,9.439,3.25,42.862,9,0,8,5,2018,9,276,Sunday
9/24/2018,88.30,7.33,3.67,5.5,53.8,7,0,9,2,2018,9,276,Monday
9/25/2018,102.89,6,4.736,3.3,53.85,11,0,22,2,2018,9,276,Tuesday
9/26/2018,72.40,3,9,6,41.4,9,1,0,3,2018,9,276,Wednesday
9/27/2018,55.17,4,6.567,4.6,19,11,0,7,3,2018,9,276,Thursday
9/28/2018,61.98,2,4.68,3.7,40.6,3,0,5,3,2018,9,276,Friday
9/29/2018,94.68,3.5,5.33,2.15,57.7,4,0,21,1,2018,9,276,Saturday
9/30/2018,85.02,11.01,2.01,2,54,9,1,3,3,2018,9,276,Sunday
10-01-2018,95.93,3,4.932,1,53,10,0,21,3,2018,10,276,Monday
10-02-2018,45.01,6,3.91,3.5,18.6,7,0,6,0,2018,10,276,Tuesday
10-03-2018,70.23,6,3.33,3,34.9,12,2,5,4,2018,10,276,Wednesday
10-04-2018,61.36,6,3.36,2,32,12,1,5,0,2018,10,276,Thursday
10-05-2018,54.14,4.84,3.397,1.1,22.8,7,0,14,1,2018,10,276,Friday
10-06-2018,76.91,2,5.36,3.2,59.25,4,0,3,0.1,2018,10,276,Saturday
10-07-2018,72.43,2.68,7.35,2,42.4,8,0,9,1,2018,10,276,Sunday
10-08-2018,64.68,4,1.68,3,30,18,5,0,3,2018,10,276,Monday
10-09-2018,82.67,2,1.67,1,30,18,0,29,1,2018,10,276,Tuesday
10-10-2018,97.31,9,8.01,4.1,41.2,13,0,20,2,2018,10,276,Wednesday
10-11-2018,53.43,2,2.33,2.1,31,15,0,0,1,2018,10,276,Thursday
10-12-2018,50.69,6.33,4.363,1,26,6,0,1,6,2018,10,276,Friday
10/13/2018,61.35,6.99,4.507,3.25,29.6,8,0,6,3,2018,10,276,Saturday
10/14/2018,83.25,2.34,6.01,6.2,51.7,9,2,0,6,2018,10,276,Sunday
10/15/2018,80.84,7.17,0.066,3,47.6,12,0,5,6,2018,10,276,Monday
10/16/2018,54.62,6,5.322,2,27.3,5,3,6,0,2018,10,276,Tuesday
10/17/2018,74.53,2.33,6,4,52.2,5,0,1,4,2018,10,276,Wednesday
10/18/2018,47.44,4.34,3,1.1,14,9,1,10,5,2018,10,276,Thursday
10/19/2018,33.67,4,2.066,0,10.6,5,2,6,4,2018,10,276,Friday
10/20/2018,87.36,2.34,2.02,2,33,9,0,34,5,2018,10,276,Saturday
10/21/2018,86.66,6.67,8.69,1,56.3,5,3,5,1,2018,10,276,Sunday
10/22/2018,69.07,2.66,7.01,3.3,18.8,8,0,28,1.3,2018,10,276,Monday
10/23/2018,73.59,2.34,2,0.45,44.8,9,1,11,3,2018,10,276,Tuesday
10/24/2018,66.81,4,2.109,5,37.2,7,0,10,1.5,2018,10,276,Wednesday
10/25/2018,113.96,5.33,5.429,3,52.2,12,0,33,3,2018,10,276,Thursday
10/26/2018,87.97,4,5.373,4.6,44,14,1,14,1,2018,10,276,Friday
10/27/2018,85.94,8.34,3.426,2.2,49.975,12,1,7,2,2018,10,276,Saturday
10/28/2018,94.01,5.33,5.33,1.6,53.75,9,3,13,3,2018,10,276,Sunday
10/29/2018,61.17,5.35,2.67,2.35,32.8,5,0,10,3,2018,10,276,Monday
10/30/2018,53.53,9.33,4,1,18.2,7,0,13,1,2018,10,276,Tuesday
10/31/2018,54.78,2,4.68,3,34.1,7,0,2,2,2018,10,276,Wednesday
11-01-2018,52.18,7.84,0.34,3,25,6,3,7,0,2018,11,276,Thursday
11-02-2018,52.09,5.14,1.845,0,32.6,8.2,0,1,3.3,2018,11,276,Friday
11-03-2018,61.60,3,3,6.2,45.4,2,0,0,2,2018,11,276,Saturday
11-04-2018,91.89,13.99,4.896,0,52,7,0,13,1,2018,11,276,Sunday
11-05-2018,72.97,6.33,2.34,6,29,14,0,13,2.3,2018,11,276,Monday
11-06-2018,81.76,3.33,6.68,10.55,37.7,8,0,13,2.5,2018,11,276,Tuesday
11-07-2018,76.76,7,1.863,3,38.9,15,3,8,0,2018,11,276,Wednesday
11-08-2018,71.57,3,1.573,6,38,5,0,16,2,2018,11,276,Thursday
11-09-2018,83.67,5,0.67,5,43,7,1,22,0,2018,11,276,Friday
11-10-2018,64.45,4.33,2.417,2,35.6,7,1,11,1.1,2018,11,276,Saturday
11-11-2018,75.90,11,4.246,2,33.65,14,0,10,1,2018,11,276,Sunday
11-12-2018,88.67,2.34,2.33,7,35,15,2,24,1,2018,11,276,Monday
11/13/2018,86.38,6.33,5.35,6,29.7,18,0,18,3,2018,11,276,Tuesday
11/14/2018,50.73,5.66,4.67,3,28.4,9,0,0,0,2018,11,276,Wednesday
11/15/2018,91.68,2,4.083,2,49.6,3,2,29,0,2018,11,276,Thursday
11/16/2018,48.89,8.33,2.66,4,21.5,6,0,6,0.4,2018,11,276,Friday
11/17/2018,70.34,8,2.34,1,39,5,0,13,2,2018,11,276,Saturday
11/18/2018,66.26,4.68,4.68,5,32.9,7,1,10,1,2018,11,276,Sunday
11/19/2018,69.65,6.01,2.44,2,47.2,6,3,3,0,2018,11,276,Monday
11/20/2018,62.63,5.33,3.803,4,31.5,4,1,10,3,2018,11,276,Tuesday
11/21/2018,45.59,7,2.34,3.25,22,5,0,5,1,2018,11,276,Wednesday
11/22/2018,66.47,8,7.066,3,22.4,9,0,15,2,2018,11,276,Thursday
11/23/2018,84.07,6,4.472,3,29.6,13,1,24,3,2018,11,276,Friday
11/24/2018,63.94,5.66,5.78,5,29.2,11,0,7,0.3,2018,11,276,Saturday
11/25/2018,43.17,5.33,3.593,3.15,19.1,6,1,3,2,2018,11,276,Sunday
11/26/2018,80.97,5.33,2.34,2,36.3,15,1,16,3,2018,11,276,Monday
11/27/2018,65.17,8,4.67,2,41.5,2,0,5,2,2018,11,276,Tuesday
11/28/2018,63.07,3,5.67,1,24.4,15,2,8,4,2018,11,276,Wednesday
11/29/2018,43.25,4.33,4.32,1,22.6,7,0,1,3,2018,11,276,Thursday
11/30/2018,32.91,1,3.01,1,22.4,3,0,0,2.5,2018,11,276,Friday
12-01-2018,83.83,7,8.779,2.05,41,7,3,13,2,2018,12,276,Saturday
12-02-2018,125.65,3.17,5.779,10,65.7,6,0,27,8,2018,12,276,Sunday
12-03-2018,84.18,6,5.083,2.1,44,13,0,13,1,2018,12,276,Monday
12-04-2018,59.70,2.5,3,3,32.2,11,0,5,3,2018,12,276,Tuesday
12-05-2018,83.86,5.33,3.726,3.5,41.3,13,0,15,2,2018,12,276,Wednesday
12-06-2018,0.00,0,0,0,0,0,0,0,0,2018,12,276,Thursday
12-07-2018,87.41,5,3.01,3,47.4,14,0,12,3,2018,12,276,Friday
12-08-2018,0.00,0,0,0,0,0,0,0,0,2018,12,276,Saturday
12-09-2018,93.15,4.66,6.69,4.1,57.7,9,0,11,0,2018,12,276,Sunday
12-10-2018,55.30,4,5,1.5,23.8,12,1,7,1,2018,12,276,Monday
12-11-2018,66.86,4,4.01,8.35,28,12,3,2,5.5,2018,12,276,Tuesday
12-12-2018,78.93,4.33,2,3,37.6,11,0,21,0,2018,12,276,Wednesday
12/13/2018,68.42,3.68,2.243,3,47.5,6,0,6,0,2018,12,276,Thursday
12/14/2018,60.60,2,2,0.2,23.4,2,1,29,1,2018,12,276,Friday
12/15/2018,105.49,4,2.34,3.45,62.4,5,0,26,2.3,2018,12,276,Saturday
12/16/2018,43.85,1.33,4.32,0.2,27,3,0,7,1,2018,12,276,Sunday
12/17/2018,97.35,6.34,2.01,5,53,6,1,22,2,2018,12,276,Monday
12/18/2018,64.30,0.33,2.473,1,34.5,12,3,9,2,2018,12,276,Tuesday
12/19/2018,0.00,0,0,0,0,0,0,0,0,2018,12,276,Wednesday
12/20/2018,54.00,8.34,1.66,1,27,12,3,1,0,2018,12,276,Thursday
12/21/2018,65.35,2,1.35,0,35,12,1,13,1,2018,12,276,Friday
12/22/2018,63.58,8.34,3.34,4.5,43.4,3,1,0,0,2018,12,276,Saturday
12/23/2018,93.74,12.33,6.406,2.3,47.7,8,0,13,4,2018,12,276,Sunday
12/24/2018,75.02,8.67,4.35,1,32,20,0,8,1,2018,12,276,Monday
12/25/2018,96.78,8,6.076,5.1,42.6,9,3,21,2,2018,12,276,Tuesday
12/26/2018,77.81,1,0.66,2.15,50,8,1,13,2,2018,12,276,Wednesday
12/27/2018,65.34,3.68,3.01,3.05,40.6,8,0,7,0,2018,12,276,Thursday
12/28/2018,100.92,11.67,5.845,1,56.4,11,6,9,0,2018,12,276,Friday
12/29/2018,95.64,6.68,5.611,1,68.35,5,0,7,2,2018,12,276,Saturday
12/30/2018,118.12,5.33,7.593,5,59.9,6,0,31,3.3,2018,12,276,Sunday
12/31/2018,82.36,8,4.66,5.2,44.5,10,0,6,4,2018,12,276,Monday
01-01-2019,0.00,0,0,0,0,0,0,0,0,2019,1,276,Tuesday
01-02-2019,65.68,5.33,4.397,4.15,36.8,4,0,9,2,2019,1,276,Wednesday
01-03-2019,72.82,4.33,4.836,6.25,42.4,6,0,9,0,2019,1,276,Thursday
01-04-2019,80.07,7,3.67,2.6,55.8,10,0,0,1,2019,1,276,Friday
01-05-2019,118.55,8.01,3.69,3.1,62.75,10,0,30,1,2019,1,276,Saturday
01-06-2019,83.99,8.33,10.01,2.25,47.4,11,2,0,3,2019,1,276,Sunday
01-07-2019,0.00,0,0,0,0,0,0,0,0,2019,1,276,Monday
01-08-2019,67.46,4.34,3.32,0,41.8,6,0,10,2,2019,1,276,Tuesday
01-09-2019,109.13,3,1.33,2,64.8,24,3,10,1,2019,1,276,Wednesday
01-10-2019,84.28,8,3.58,5.6,39.1,12,2,13,1,2019,1,276,Thursday
01-11-2019,95.27,5.33,7.34,3,61.6,12,0,6,0,2019,1,276,Friday
01-12-2019,124.38,6.66,7.02,5,74.5,21.2,0,10,0,2019,1,276,Saturday
1/13/2019,99.74,8.33,5.814,4.6,73,4,1,1,2,2019,1,276,Sunday
1/14/2019,100.70,9,9.7,3,51,10,0,18,0,2019,1,276,Monday
1/15/2019,71.71,4.33,4.33,3.65,30.4,9,0,19,1,2019,1,276,Tuesday
1/16/2019,101.37,7.5,5.066,6,48.8,12,0,17,5,2019,1,276,Wednesday
1/17/2019,90.32,5.34,3.68,3.7,55.6,10,3,8,1,2019,1,276,Thursday
1/18/2019,83.57,6.33,6.439,4,27.8,13,0,24,2,2019,1,276,Friday
1/19/2019,111.31,7.02,8.391,5.5,77.4,9,0,1,3,2019,1,276,Saturday
1/20/2019,162.28,11.67,14.463,2.1,93.05,6,0,34,1,2019,1,276,Sunday
1/21/2019,119.32,4.34,5.825,0,67.15,11,0,31,0,2019,1,276,Monday
1/22/2019,110.81,6.83,7.076,1,74.9,13,1,7,0,2019,1,276,Tuesday
1/23/2019,106.29,3.33,8.463,7.1,58.4,4,0,23,2,2019,1,276,Wednesday
1/24/2019,77.80,4,4.495,6,47.3,7,4,2,3,2019,1,276,Thursday
1/25/2019,71.16,2.33,7.18,4,32.65,11,2,11,1,2019,1,276,Friday
1/26/2019,141.66,7,8.459,2.4,97.8,11,1,13,1,2019,1,276,Saturday
1/27/2019,145.37,10.52,11.745,2,100.1,12,1,6,2,2019,1,276,Sunday
1/28/2019,105.61,8.5,7.109,3,45,11,0,28,3,2019,1,276,Monday
1/29/2019,79.25,5,5,3.45,38.8,10,2,15,0,2019,1,276,Tuesday
1/30/2019,86.91,6.33,5.713,2.25,52.312,8,0,11,1.3,2019,1,276,Wednesday
1/31/2019,108.38,1.67,11.505,2,62.2,8,1,20,2,2019,1,276,Thursday
02-01-2019,78.97,11.34,1.726,8,38.9,9,0,7,3,2019,2,276,Friday
02-02-2019,150.51,13.34,12.706,6.2,64.262,8,1,45,0,2019,2,276,Saturday
02-03-2019,89.05,6,9.812,5.75,47.088,10,1,5,4.4,2019,2,276,Sunday
02-04-2019,83.01,6.33,6.68,3,47,5,1,12,2,2019,2,276,Monday
02-05-2019,60.17,5.33,10.386,3.65,33.8,2,0,1,4,2019,2,276,Tuesday
02-06-2019,51.22,6.34,4.178,2.2,29,4,0,4,1.5,2019,2,276,Wednesday
02-07-2019,88.56,2.33,5.132,4.5,42.6,11,0,22,1,2019,2,276,Thursday
02-08-2019,94.57,2,6.373,7,50.2,9,3,12,5,2019,2,276,Friday
02-09-2019,92.71,6.68,7.383,5,51.65,10,0,11,1,2019,2,276,Saturday
02-10-2019,67.21,3.34,7.119,3.35,43.2,9,0,0,1.2,2019,2,276,Sunday
02-11-2019,69.62,8,7.469,6.15,30,10,0,5,3,2019,2,276,Monday
02-12-2019,59.30,6.66,3.34,0,34.6,8.2,0,6,0.5,2019,2,276,Tuesday
2/13/2019,62.21,4,4.01,1,27.2,16,0,8,2,2019,2,276,Wednesday
2/14/2019,85.50,2.33,6.517,3.15,54.5,9,0,7,3,2019,2,276,Thursday
2/15/2019,95.89,5.34,5,12.5,52.05,16,0,3,2,2019,2,276,Friday
2/16/2019,70.76,6.34,6.02,5,36.4,8,0,6,3,2019,2,276,Saturday
