Row Labels,Sum of Sales
CA-2017-106950,1854.241
02-09-2017,1854.241
CA-2017-107104,4104.174
26-11-2017,4104.174
CA-2017-107146,749.488
17-06-2017,749.488
CA-2017-107202,2396.4
21-05-2017,2396.4
CA-2017-107216,53.7
14-06-2017,53.7
CA-2017-107328,1016.184
08-08-2017,1016.184
CA-2017-107475,9.648
07-06-2017,9.648
CA-2017-107615,58.58
22-03-2017,58.58
CA-2017-107783,1556.694
28-07-2017,1556.694
CA-2017-107790,151.192
20-11-2017,151.192
CA-2017-108056,859.2
29-09-2017,859.2
CA-2017-108105,323.88
16-02-2017,323.88
CA-2017-108196,5016.549
25-11-2017,5016.549
CA-2017-108210,303.92
30-05-2017,303.92
CA-2017-108224,185.528
14-05-2017,185.528
CA-2017-108350,105.52
06-06-2017,105.52
CA-2017-108364,1.8
19-12-2017,1.8
CA-2017-108434,465.18
05-12-2017,465.18
CA-2017-108567,2.694
20-05-2017,2.694
CA-2017-108581,106.336
20-06-2017,106.336
CA-2017-108616,298.83
29-09-2017,298.83
CA-2017-108630,61.12
18-11-2017,61.12
CA-2017-108644,1.964
30-09-2017,1.964
CA-2017-108735,257.499
17-04-2017,257.499
CA-2017-108868,130.328
08-09-2017,130.328
CA-2017-108875,532.496
24-09-2017,532.496
CA-2017-108882,727.878
09-01-2017,727.878
CA-2017-108959,104.696
10-03-2017,104.696
CA-2017-108987,2620.9376
08-09-2017,2620.9376
CA-2017-109057,23.952
22-04-2017,23.952
CA-2017-109176,88.704
09-05-2017,88.704
CA-2017-109344,1127.976
08-02-2017,1127.976
CA-2017-109365,561.73
03-11-2017,561.73
CA-2017-109400,366.744
02-05-2017,366.744
CA-2017-109407,31.36
24-01-2017,31.36
CA-2017-109652,13.568
10-04-2017,13.568
CA-2017-109666,633.04
19-04-2017,633.04
CA-2017-109722,1284.8
05-12-2017,1284.8
CA-2017-109743,104.712
22-09-2017,104.712
CA-2017-109806,100.164
17-09-2017,100.164
CA-2017-109820,32.751
20-11-2017,32.751
CA-2017-109827,499.303
25-12-2017,499.303
CA-2017-109869,1588.323
22-04-2017,1588.323
CA-2017-109911,10.96
12-05-2017,10.96
CA-2017-109925,84.84
06-11-2017,84.84
CA-2017-109953,292.796
14-07-2017,292.796
CA-2017-110009,74
08-09-2017,74
CA-2017-110023,14.624
09-09-2017,14.624
CA-2017-110044,359.976
28-06-2017,359.976
CA-2017-110086,239.984
18-09-2017,239.984
CA-2017-110254,158.81
04-08-2017,158.81
CA-2017-110366,82.8
05-09-2017,82.8
CA-2017-110492,1366.04
12-02-2017,1366.04
CA-2017-110499,1199.976
07-04-2017,1199.976
CA-2017-110730,13.68
23-09-2017,13.68
CA-2017-110772,380.546
20-11-2017,380.546
CA-2017-110898,309.082
06-03-2017,309.082
CA-2017-110975,1179.822
25-12-2017,1179.822
CA-2017-110982,79.792
05-06-2017,79.792
CA-2017-111010,7.56
22-01-2017,7.56
CA-2017-111115,21.48
25-07-2017,21.48
CA-2017-111143,54.96
19-11-2017,54.96
CA-2017-111213,1384.924
01-04-2017,1384.924
CA-2017-111283,111.104
28-02-2017,111.104
CA-2017-111318,115.136
23-07-2017,115.136
CA-2017-111409,3
18-09-2017,3
CA-2017-111416,232.4
17-09-2017,232.4
CA-2017-111493,98.16
21-10-2017,98.16
CA-2017-111605,2.61
27-12-2017,2.61
CA-2017-111682,655.09
17-06-2017,655.09
CA-2017-111696,17.94
08-05-2017,17.94
CA-2017-111794,107.864
01-10-2017,107.864
CA-2017-111913,335.12
04-08-2017,335.12
CA-2017-111941,33.568
25-12-2017,33.568
CA-2017-111976,114.56
08-03-2017,114.56
CA-2017-112025,9.264
30-07-2017,9.264
CA-2017-112060,104.85
04-12-2017,104.85
CA-2017-112102,448.81
12-04-2017,448.81
CA-2017-112109,725.072
08-07-2017,725.072
CA-2017-112123,1094.25
03-03-2017,1094.25
CA-2017-112256,203.648
23-07-2017,203.648
CA-2017-112277,519.68
10-09-2017,519.68
CA-2017-112340,22.92
21-10-2017,22.92
CA-2017-112382,19.136
09-05-2017,19.136
CA-2017-112389,52.41
29-10-2017,52.41
CA-2017-112578,41.99
29-12-2017,41.99
CA-2017-112585,715.64
30-07-2017,715.64
CA-2017-112669,976.512
14-04-2017,976.512
CA-2017-112676,14.352
05-05-2017,14.352
CA-2017-112697,1410.066
18-12-2017,1410.066
CA-2017-112739,168.168
02-09-2017,168.168
CA-2017-112893,55.36
09-09-2017,55.36
CA-2017-112942,146.82
13-02-2017,146.82
CA-2017-113061,86.62
22-04-2017,86.62
CA-2017-113082,40.48
12-09-2017,40.48
CA-2017-113096,46.53
02-09-2017,46.53
CA-2017-113117,32.4
16-08-2017,32.4
CA-2017-113138,34.992
19-11-2017,34.992
CA-2017-113236,232.624
26-05-2017,232.624
CA-2017-113243,1388.78
10-06-2017,1388.78
CA-2017-113292,871.8
18-03-2017,871.8
CA-2017-113341,194.352
25-11-2017,194.352
CA-2017-113390,33.064
11-10-2017,33.064
CA-2017-113425,113.568
21-11-2017,113.568
CA-2017-113516,100.16
08-09-2017,100.16
CA-2017-113551,85.908
18-08-2017,85.908
CA-2017-113600,2.214
15-12-2017,2.214
CA-2017-113607,1203.89
14-10-2017,1203.89
CA-2017-113621,352.47
01-12-2017,352.47
CA-2017-113656,59.99
23-01-2017,59.99
CA-2017-113726,82.26
24-11-2017,82.26
CA-2017-113733,334.256
08-12-2017,334.256
CA-2017-113747,185.88
28-05-2017,185.88
CA-2017-113803,22.48
24-03-2017,22.48
CA-2017-113817,27.68
07-11-2017,27.68
CA-2017-113831,4317.3
30-05-2017,4317.3
CA-2017-113845,574.056
20-11-2017,574.056
CA-2017-113978,642.016
25-09-2017,642.016
CA-2017-114104,959.55
20-11-2017,959.55
CA-2017-114209,84.62
21-05-2017,84.62
CA-2017-114307,122.34
22-07-2017,122.34
CA-2017-114482,445.4
21-11-2017,445.4
CA-2017-114489,2657.81
05-12-2017,2657.81
CA-2017-114538,11.328
26-12-2017,11.328
CA-2017-114601,1157.98
26-08-2017,1157.98
CA-2017-114713,45.584
07-07-2017,45.584
CA-2017-114727,2331.84
18-07-2017,2331.84
CA-2017-114748,170.976
09-10-2017,170.976
CA-2017-114860,884.68
22-12-2017,884.68
CA-2017-114867,1507.938
23-12-2017,1507.938
CA-2017-114895,12.96
21-11-2017,12.96
CA-2017-114944,156.512
30-01-2017,156.512
CA-2017-114951,22.14
26-06-2017,22.14
CA-2017-114972,1489.724
03-11-2017,1489.724
CA-2017-115224,386.43
08-12-2017,386.43
CA-2017-115378,301.96
18-11-2017,301.96
CA-2017-115476,162.52
17-03-2017,162.52
CA-2017-115483,219.84
14-07-2017,219.84
CA-2017-115504,12.96
12-03-2017,12.96
CA-2017-115525,243.88
25-07-2017,243.88
CA-2017-115574,141.372
23-12-2017,141.372
CA-2017-115588,53.696
10-11-2017,53.696
CA-2017-115756,634.46
05-09-2017,634.46
CA-2017-115917,1064.624
20-05-2017,1064.624
CA-2017-116232,24.066
22-09-2017,24.066
CA-2017-116337,358.548
07-11-2017,358.548
CA-2017-116344,84.784
29-07-2017,84.784
CA-2017-116379,57.584
07-11-2017,57.584
CA-2017-116526,477.5
01-09-2017,477.5
CA-2017-116540,10.07
02-09-2017,10.07
CA-2017-116547,149.9
10-01-2017,149.9
CA-2017-116561,372.812
11-09-2017,372.812
CA-2017-116596,511.522
27-10-2017,511.522
CA-2017-116603,45.96
17-07-2017,45.96
CA-2017-116722,524.616
11-11-2017,524.616
CA-2017-116736,724.55
17-01-2017,724.55
CA-2017-116764,9.216
27-08-2017,9.216
CA-2017-116799,606.214
03-03-2017,606.214
CA-2017-116911,1148.806
15-09-2017,1148.806
CA-2017-116918,36.364
01-10-2017,36.364
CA-2017-116974,23.976
09-10-2017,23.976
CA-2017-117121,9892.74
17-12-2017,9892.74
CA-2017-117226,6.924
30-12-2017,6.924
CA-2017-117282,14.16
14-07-2017,14.16
CA-2017-117408,23.968
31-08-2017,23.968
CA-2017-117590,1288.464
08-12-2017,1288.464
CA-2017-117604,239.5
04-09-2017,239.5
CA-2017-117625,7.072
10-05-2017,7.072
CA-2017-117660,19.616
30-12-2017,19.616
CA-2017-117681,556.665
09-04-2017,556.665
CA-2017-117849,143.7
15-04-2017,143.7
CA-2017-117912,14.368
04-02-2017,14.368
CA-2017-117919,94.08
27-08-2017,94.08
CA-2017-118052,111.496
06-05-2017,111.496
CA-2017-118073,562.2925
12-08-2017,562.2925
CA-2017-118101,547.97
26-06-2017,547.97
CA-2017-118129,303.92
19-12-2017,303.92
CA-2017-118178,31.086
19-03-2017,31.086
CA-2017-118255,63.44
11-03-2017,63.44
CA-2017-118311,450
24-10-2017,450
CA-2017-118332,563.92
16-12-2017,563.92
CA-2017-118500,49.5
17-11-2017,49.5
CA-2017-118514,866.4
03-02-2017,866.4
CA-2017-118570,217.056
13-11-2017,217.056
CA-2017-118626,705.544
15-08-2017,705.544
CA-2017-118689,18336.74
02-10-2017,18336.74
CA-2017-118745,902.712
11-06-2017,902.712
CA-2017-118759,448.446
14-11-2017,448.446
CA-2017-118899,167.888
22-03-2017,167.888
CA-2017-118913,60.81
25-06-2017,60.81
CA-2017-118934,16.218
09-08-2017,16.218
CA-2017-118969,54.792
02-10-2017,54.792
CA-2017-119018,50.768
04-11-2017,50.768
CA-2017-119025,490.32
22-02-2017,490.32
CA-2017-119074,92.7
27-03-2017,92.7
CA-2017-119123,51.184
13-03-2017,51.184
CA-2017-119165,492.835
31-10-2017,492.835
CA-2017-119186,477.142
26-05-2017,477.142
CA-2017-119445,14.9
26-06-2017,14.9
CA-2017-119515,15.552
14-08-2017,15.552
CA-2017-119641,18.96
22-09-2017,18.96
CA-2017-119683,29.34
12-03-2017,29.34
CA-2017-119823,75.88
04-06-2017,75.88
CA-2017-119865,576.272
21-06-2017,576.272
CA-2017-119935,119.26
10-11-2017,119.26
CA-2017-119963,329.972
18-11-2017,329.972
CA-2017-120005,60.63
03-03-2017,60.63
CA-2017-120082,59.52
25-03-2017,59.52
CA-2017-120180,11.632
14-07-2017,11.632
CA-2017-120250,25.632
19-09-2017,25.632
CA-2017-120257,7.872
22-09-2017,7.872
CA-2017-120355,692.502
18-09-2017,692.502
CA-2017-120369,756.8
28-10-2017,756.8
CA-2017-120530,658.746
07-04-2017,658.746
CA-2017-120558,32.4
07-06-2017,32.4
CA-2017-120796,99.846
03-04-2017,99.846
CA-2017-120803,199.75
09-03-2017,199.75
CA-2017-120824,546.616
12-06-2017,546.616
CA-2017-120859,21.88
01-09-2017,21.88
CA-2017-120873,290.98
27-10-2017,290.98
CA-2017-121020,239.976
24-10-2017,239.976
CA-2017-121034,65.12
08-08-2017,65.12
CA-2017-121223,737.394
11-09-2017,737.394
CA-2017-121356,128.4
20-11-2017,128.4
CA-2017-121370,1628.61
14-11-2017,1628.61
CA-2017-121377,286.4
28-05-2017,286.4
CA-2017-121447,135.8
21-02-2017,135.8
CA-2017-121601,59.752
04-10-2017,59.752
CA-2017-121671,589.52
17-07-2017,589.52
CA-2017-121748,459.98
24-10-2017,459.98
CA-2017-121755,102.218
16-01-2017,102.218
CA-2017-121958,52.136
13-11-2017,52.136
CA-2017-121993,23.616
10-06-2017,23.616
CA-2017-122017,152.52
29-12-2017,152.52
CA-2017-122063,611.94
03-12-2017,611.94
CA-2017-122133,552.56
16-05-2017,552.56
CA-2017-122322,44.4
15-07-2017,44.4
CA-2017-122392,15.808
22-07-2017,15.808
CA-2017-122448,122.352
09-06-2017,122.352
CA-2017-122511,30.336
11-03-2017,30.336
CA-2017-122518,10.08
04-03-2017,10.08
CA-2017-122728,122.22
18-05-2017,122.22
CA-2017-122903,3963.57
27-05-2017,3963.57
CA-2017-123015,4.992
26-12-2017,4.992
CA-2017-123050,203.63
04-04-2017,203.63
CA-2017-123120,147.26
04-09-2017,147.26
CA-2017-123176,31.83
27-09-2017,31.83
CA-2017-123274,287.4
19-02-2017,287.4
CA-2017-123337,291.146
16-09-2017,291.146
CA-2017-123358,891.962
10-04-2017,891.962
CA-2017-123414,37.264
21-08-2017,37.264
CA-2017-123512,482.006
17-06-2017,482.006
CA-2017-123526,33.4
24-12-2017,33.4
CA-2017-123533,392.832
24-11-2017,392.832
CA-2017-123540,1454.9
02-04-2017,1454.9
CA-2017-123617,7.434
28-11-2017,7.434
CA-2017-123666,459.95
26-03-2017,459.95
CA-2017-123722,15.936
25-09-2017,15.936
CA-2017-123806,207.76
24-11-2017,207.76
CA-2017-123932,371.504
06-09-2017,371.504
CA-2017-123946,1159.06
12-09-2017,1159.06
CA-2017-124016,52.153
23-09-2017,52.153
CA-2017-124051,186.048
29-12-2017,186.048
CA-2017-124100,327.996
31-03-2017,327.996
CA-2017-124149,242.56
23-04-2017,242.56
CA-2017-124233,24.7
08-04-2017,24.7
CA-2017-124254,191.808
12-04-2017,191.808
CA-2017-124352,1058.27
15-10-2017,1058.27
CA-2017-124485,123.656
24-11-2017,123.656
CA-2017-124506,143.96
11-11-2017,143.96
CA-2017-124527,8.32
16-11-2017,8.32
CA-2017-124562,12.957
08-12-2017,12.957
CA-2017-124583,12.78
01-09-2017,12.78
CA-2017-124590,3588.096
12-11-2017,3588.096
CA-2017-124667,143.33
11-11-2017,143.33
CA-2017-124681,15.576
18-07-2017,15.576
CA-2017-124772,191.82
05-12-2017,191.82
CA-2017-124793,196.784
14-03-2017,196.784
CA-2017-124814,36.16
10-04-2017,36.16
CA-2017-125017,132.224
06-02-2017,132.224
CA-2017-125080,661.176
21-10-2017,661.176
CA-2017-125087,2027.188
18-04-2017,2027.188
CA-2017-125094,479.72
05-11-2017,479.72
CA-2017-125164,70.216
10-11-2017,70.216
CA-2017-125206,114.46
03-01-2017,114.46
CA-2017-125220,1649.75
14-10-2017,1649.75
CA-2017-125318,328.224
06-06-2017,328.224
CA-2017-125661,180.712
24-11-2017,180.712
CA-2017-125724,68.432
22-09-2017,68.432
CA-2017-125738,219.12
15-10-2017,219.12
CA-2017-125815,12.42
28-10-2017,12.42
CA-2017-125843,125.92
13-08-2017,125.92
CA-2017-125850,65.05
22-01-2017,65.05
CA-2017-125920,3.798
21-05-2017,3.798
CA-2017-126004,611.028
04-12-2017,611.028
CA-2017-126102,276.784
10-09-2017,276.784
CA-2017-126158,686.244
25-07-2017,686.244
CA-2017-126165,71.088
05-05-2017,71.088
CA-2017-126270,90.058
23-04-2017,90.058
CA-2017-126284,83.7
20-09-2017,83.7
CA-2017-126529,94.452
11-01-2017,94.452
CA-2017-126543,15.168
09-01-2017,15.168
CA-2017-126613,16.768
10-07-2017,16.768
CA-2017-126732,1804.248
02-09-2017,1804.248
CA-2017-126795,33.568
13-06-2017,33.568
CA-2017-126809,35.352
09-04-2017,35.352
CA-2017-126858,31.96
19-11-2017,31.96
CA-2017-126935,9.584
19-05-2017,9.584
CA-2017-127138,1632.362
12-03-2017,1632.362
CA-2017-127194,62.82
10-12-2017,62.82
CA-2017-127208,224.9
12-06-2017,224.9
CA-2017-127236,458.351
29-03-2017,458.351
CA-2017-127243,740.088
28-11-2017,740.088
CA-2017-127250,8.82
03-11-2017,8.82
CA-2017-127369,714.3
06-06-2017,714.3
CA-2017-127642,111.96
21-05-2017,111.96
CA-2017-127649,837.6
07-10-2017,837.6
CA-2017-127670,697.16
20-03-2017,697.16
CA-2017-127698,863.928
01-12-2017,863.928
CA-2017-127761,885.57
10-11-2017,885.57
CA-2017-127775,239.97
11-06-2017,239.97
CA-2017-127985,7.04
01-04-2017,7.04
CA-2017-128111,39.68
17-03-2017,39.68
CA-2017-128223,1293.488
14-06-2017,1293.488
CA-2017-128258,11.34
30-03-2017,11.34
CA-2017-128307,20.936
25-07-2017,20.936
CA-2017-128412,422.662
10-12-2017,422.662
CA-2017-128517,523.18
09-04-2017,523.18
CA-2017-128531,527.224
24-11-2017,527.224
CA-2017-128594,1603.136
26-08-2017,1603.136
CA-2017-128671,151.82
11-08-2017,151.82
CA-2017-128706,16.192
27-02-2017,16.192
CA-2017-128727,22
29-08-2017,22
CA-2017-128811,42.244
12-09-2017,42.244
CA-2017-128818,4835.976
07-05-2017,4835.976
CA-2017-128867,103.2
03-11-2017,103.2
CA-2017-128916,14.896
18-08-2017,14.896
CA-2017-128923,18.72
09-12-2017,18.72
CA-2017-128972,30.36
13-11-2017,30.36
CA-2017-129126,479.05
14-12-2017,479.05
CA-2017-129196,68.112
01-11-2017,68.112
CA-2017-129238,166.292
31-01-2017,166.292
CA-2017-129280,1043.041
03-05-2017,1043.041
CA-2017-129308,85.209
07-07-2017,85.209
CA-2017-129686,160.384
27-11-2017,160.384
CA-2017-129693,7.312
26-11-2017,7.312
CA-2017-129714,4438.686
01-09-2017,4438.686
CA-2017-129728,167.84
30-05-2017,167.84
CA-2017-129847,84.272
02-09-2017,84.272
CA-2017-129861,376.866
17-06-2017,376.866
CA-2017-129868,1431.078
26-12-2017,1431.078
CA-2017-129903,23.92
01-12-2017,23.92
CA-2017-130001,36.24
23-04-2017,36.24
CA-2017-130029,16.92
03-07-2017,16.92
CA-2017-130050,9.552
16-07-2017,9.552
CA-2017-130078,10.56
08-08-2017,10.56
CA-2017-130162,395.436
28-10-2017,395.436
CA-2017-130267,159.88
19-09-2017,159.88
CA-2017-130288,313.176
26-11-2017,313.176
CA-2017-130393,345.324
01-12-2017,345.324
CA-2017-130400,183.168
08-03-2017,183.168
CA-2017-130407,115.46
02-09-2017,115.46
CA-2017-130442,34.944
16-12-2017,34.944
CA-2017-130477,97.96
08-04-2017,97.96
CA-2017-130484,26.352
22-08-2017,26.352
CA-2017-130638,310.56
16-05-2017,310.56
CA-2017-130680,38.24
24-06-2017,38.24
CA-2017-130778,53.49
19-11-2017,53.49
CA-2017-130799,6.96
11-11-2017,6.96
CA-2017-130820,630.024
15-11-2017,630.024
CA-2017-130911,320.126
24-03-2017,320.126
CA-2017-130946,1616.704
08-04-2017,1616.704
CA-2017-131065,513.52
14-11-2017,513.52
CA-2017-131093,295.4
17-09-2017,295.4
CA-2017-131205,291.74
04-09-2017,291.74
CA-2017-131289,1475.584
08-12-2017,1475.584
CA-2017-131296,239.372
04-10-2017,239.372
CA-2017-131380,93.9
28-03-2017,93.9
CA-2017-131499,207.48
08-09-2017,207.48
CA-2017-131576,49.44
22-11-2017,49.44
CA-2017-131639,24.904
17-12-2017,24.904
CA-2017-131737,2073.35
17-03-2017,2073.35
CA-2017-131744,465.074
18-06-2017,465.074
CA-2017-131835,815.12
17-07-2017,815.12
CA-2017-131968,681.432
11-11-2017,681.432
CA-2017-132017,6.816
26-09-2017,6.816
CA-2017-132066,142.182
16-10-2017,142.182
CA-2017-132094,53.456
26-08-2017,53.456
CA-2017-132143,48.16
03-09-2017,48.16
CA-2017-132304,1115.17
14-06-2017,1115.17
CA-2017-132409,36.352
26-05-2017,36.352
CA-2017-132479,442.372
24-09-2017,442.372
CA-2017-132549,73.36
25-11-2017,73.36
CA-2017-132661,379.4
23-10-2017,379.4
CA-2017-132731,657.552
24-11-2017,657.552
CA-2017-132829,921.024
23-12-2017,921.024
CA-2017-132899,3.64
07-04-2017,3.64
CA-2017-132990,19.312
01-08-2017,19.312
CA-2017-132997,1030.494
07-11-2017,1030.494
CA-2017-133123,99.156
06-09-2017,99.156
CA-2017-133144,17.34
16-05-2017,17.34
CA-2017-133319,192.16
05-09-2017,192.16
CA-2017-133340,132.809
09-12-2017,132.809
CA-2017-133368,405.344
14-01-2017,405.344
CA-2017-133550,1311.03
31-07-2017,1311.03
CA-2017-133613,584.77
17-06-2017,584.77
CA-2017-133669,235.152
21-10-2017,235.152
CA-2017-133697,132.95
20-10-2017,132.95
CA-2017-133711,3236.41
26-11-2017,3236.41
CA-2017-133725,1979.928
23-05-2017,1979.928
CA-2017-133795,885.03
18-12-2017,885.03
CA-2017-133802,41.904
14-03-2017,41.904
CA-2017-133816,743.988
10-05-2017,743.988
CA-2017-133872,58.4
14-06-2017,58.4
CA-2017-133935,2056.006
18-09-2017,2056.006
CA-2017-134110,82.408
17-11-2017,82.408
CA-2017-134138,227.96
16-02-2017,227.96
CA-2017-134180,542.155
03-11-2017,542.155
CA-2017-134208,396
17-09-2017,396
CA-2017-134222,44.856
10-07-2017,44.856
CA-2017-134334,573.741
14-02-2017,573.741
CA-2017-134348,42.622
12-11-2017,42.622
CA-2017-134362,15.936
29-09-2017,15.936
CA-2017-134376,61.44
02-10-2017,61.44
CA-2017-134425,114.95
08-12-2017,114.95
CA-2017-134474,255.904
05-01-2017,255.904
CA-2017-134516,115.48
20-09-2017,115.48
CA-2017-134544,84.784
17-03-2017,84.784
CA-2017-134691,2.296
14-11-2017,2.296
CA-2017-134775,100.496
28-10-2017,100.496
CA-2017-134789,215.84
08-04-2017,215.84
CA-2017-134803,1157.68
28-05-2017,1157.68
CA-2017-134887,1287.45
25-03-2017,1287.45
CA-2017-134936,471.624
19-12-2017,471.624
CA-2017-135265,3136.868
07-07-2017,3136.868
CA-2017-135461,623.96
07-02-2017,623.96
CA-2017-135594,50.12
30-06-2017,50.12
CA-2017-135636,387.72
08-10-2017,387.72
CA-2017-135776,1506.02
23-12-2017,1506.02
CA-2017-135965,128.34
22-09-2017,128.34
CA-2017-136021,121.092
14-08-2017,121.092
CA-2017-136049,5.553
23-12-2017,5.553
CA-2017-136126,261.1
24-05-2017,261.1
CA-2017-136133,355.32
18-08-2017,355.32
CA-2017-136231,228.586
05-09-2017,228.586
CA-2017-136287,18.9
13-06-2017,18.9
CA-2017-136301,4940.87
13-03-2017,4940.87
CA-2017-136329,573.286
09-07-2017,573.286
CA-2017-136371,35.3
19-03-2017,35.3
CA-2017-136406,1121.568
15-04-2017,1121.568
CA-2017-136434,17.31
01-12-2017,17.31
CA-2017-136483,4.704
01-12-2017,4.704
CA-2017-136595,21.204
05-09-2017,21.204
CA-2017-136686,440.16
12-12-2017,440.16
CA-2017-136770,787.044
14-08-2017,787.044
CA-2017-136812,1117.92
18-11-2017,1117.92
CA-2017-136924,380.864
14-07-2017,380.864
CA-2017-136994,13.38
27-05-2017,13.38
CA-2017-137043,859.14
23-12-2017,859.14
CA-2017-137050,663.964
14-07-2017,663.964
CA-2017-137127,9.45
16-06-2017,9.45
CA-2017-137176,15.008
09-09-2017,15.008
CA-2017-137204,41.568
28-04-2017,41.568
CA-2017-137239,251.158
22-08-2017,251.158
CA-2017-137330,79.8
09-12-2017,79.8
CA-2017-137337,196.016
08-03-2017,196.016
CA-2017-137393,41.6
06-05-2017,41.6
CA-2017-137652,18.432
28-08-2017,18.432
CA-2017-137673,116
05-09-2017,116
CA-2017-137729,252.148
05-05-2017,252.148
CA-2017-137736,41.86
10-11-2017,41.86
CA-2017-137743,1045.872
30-07-2017,1045.872
CA-2017-137848,126.176
15-01-2017,126.176
CA-2017-137939,89.95
20-07-2017,89.95
CA-2017-138037,27.24
29-09-2017,27.24
CA-2017-138079,109.9
22-01-2017,109.9
CA-2017-138233,479.97
09-11-2017,479.97
CA-2017-138282,87.84
19-05-2017,87.84
CA-2017-138478,4685.076
21-10-2017,4685.076
CA-2017-138520,448.404
08-04-2017,448.404
CA-2017-138583,16.656
24-05-2017,16.656
CA-2017-138597,563.94
18-12-2017,563.94
CA-2017-138667,40
27-12-2017,40
CA-2017-138688,14.62
12-06-2017,14.62
CA-2017-138695,452.464
28-05-2017,452.464
CA-2017-138933,3.984
24-04-2017,3.984
CA-2017-138968,1356.576
15-03-2017,1356.576
CA-2017-139010,511.948
21-02-2017,511.948
CA-2017-139157,330.588
01-10-2017,330.588
CA-2017-139234,29.384
06-05-2017,29.384
CA-2017-139269,1311.97
25-05-2017,1311.97
CA-2017-139381,233.48
18-04-2017,233.48
CA-2017-139395,732.17
12-12-2017,732.17
CA-2017-139409,43.6
05-09-2017,43.6
CA-2017-139549,387.136
20-10-2017,387.136
CA-2017-139556,434.646
26-04-2017,434.646
